Establecimiento;Tipo;Categoria;EdificioSituacion;Direccion;Numero;CodigoPostal;Coordenada_X;Coordenada_Y;Altitud;Municipio;UnidadesAlojativas;Plazas;Telefonos;Telefax;Email;Url
GUAYERO;APARTAMENTO;2 LLAVES;;PENETRACION AVDA. ;0;38640;0;0;0;ARONA;32;96;922791239;;;
H10 BIG SUR;HOTEL;4 ESTRELLAS;Ciudad;AVDA. JUAN CARLOS I;28;38650;0;0;0;ARONA;167;334;922790366;922792260;oamor@h10.es;www.h10.es
HACIENDA DEL SOL;APARTAMENTO;2 LLAVES;;C/. ARQUITECTO GOMEZ CUESTA, 5 ;0;38660;0;0;0;ARONA;102;222;922791907;922792060;hacienda@arrakis.es;www.haciendadelsol-tenerife.com
HARBOUR CLUB I;APARTAMENTO;1 LLAVE;;JOSE ANTONIO GONZALEZ FORTES, 26 AVDA. ;0;38436;0;0;0;SANTIAGO DEL TEIDE;32;128;922862273;922860858;;
HARBOUR CLUB II;APARTAMENTO;1 LLAVE;;JOSE ANTONIO GONZALEZ FORTES, 53, VDA. ;0;38000;0;0;0;SANTIAGO DEL TEIDE;29;87;922862273;922860858;;
HELIOTROPOS, LOS;CASA RURAL;CATEGORIA ÚNICA;Barrio;C/ LA RESBALA, 21 ;0;38380;0;0;0;LA VICTORIA DE ACENTEJO;4;12;922580319;;;
HG CRISTIAN SUR;APARTAMENTO;3 LLAVES;;AMSTERDAN, 4 - AVDA. ;0;38650;0;0;0;ARONA;132;496;922792600;922752987;;www.grupohg.com
HIBISCOS, LOS;HOTEL;3 ESTRELLAS;;SAN EUGENIO URB. ;0;38660;0;0;0;ADEJE;296;577;922791462/922791508;922753551;hibiscos@arsunturistica.com;
HOLLYWOOD MIRAGE;APARTAMENTO;1 LLAVE;Playa;OASIS DEL SUR  URB. ;0;38650;0;0;0;ARONA;335;1125;922751915;922791792;;
HORIZONTE;HOTEL;1 ESTRELLA;;C/. SANTA ROSA DE LIMA;11;38027;0;0;0;SANTA CRUZ DE TENERIFE;40;65;922271936;922/283054;;
HOSPITAL VIEJO U HOSPICIO;CASA RURAL;CATEGORIA ÚNICA;;CTRA. GENERAL DEL NORTE, 176;0;38370;0;0;0;LA MATANZA DE ACENTEJO;4;8;922577134;922577134;;
IBEROSTAR GRAND HOTEL ANTHELIA;HOTEL;5 ESTRELLAS;Playa;C/. LONDRES (URB.PLAYA DEL DUQUE) ;15;38670;0;0;0;ADEJE;391;727;922713335;922718091;grand.hotel.anthelia@iberostar.com;www.iberostar.com
IBEROSTAR GRAND HOTEL EL MIRADOR;HOTEL;5 ESTRELLAS;;AVDA. BRUSELAS, S/N.;0;38660;0;0;0;ADEJE;123;250;922746900;922746962;comercial@bahia-duque.com;www.bahia-duque.com
IDA, CASA;CASA RURAL;CATEGORIA ÚNICA;;C/ LA OLIVA, 8;0;38459;0;0;0;GARACHICO;5;15;922133297;922133297;;www.ruralida.com
INTERPALACE;HOTEL;4 ESTRELLAS;Ciudad;C/. ACEVIÑO (URB. LA PAZ) ;21;38400;0;0;0;PUERTO DE LA CRUZ;250;500;922383101;922383400;interpalace@hotasa.es;www.hotasa.es
ISABEL;HOTEL;4 ESTRELLAS;;AVDA. MOSCU, S/N.;0;38660;0;0;0;ADEJE;384;778;922747000;922747001;;
ISLA BAJA;CASA EMBLEMATICA;CATEGORÍA ÚNICA;Suelo Urbano;C/ ESTEBAN DE PONTE, 3;0;38450;0;0;0;GARACHICO;6;12;;;info@jardinesdefranchy.com;
ISLAND VILLAGE 1ª FASE;APARTAMENTO;2 LLAVES;Playa;SAN EUGENIO ALTO URB. ;0;38000;0;0;0;ADEJE;38;119;922790975;;;
JACARANDA;HOTEL;4 ESTRELLAS;;BRUSELAS, 4  ;0;38670;0;0;0;ADEJE;563;1083;922712227;922712098;director@jacaranda-hotels.es;www.agahotels.com
JARDIN CALETA;HOTEL;3 ESTRELLAS;Playa;C/. LA CALETA, 34 ;0;38670;0;0;0;ADEJE;244;496;922710976;922711040;jardincaleta@hovima-hotels.com;www.hovima-hotels.com
JARDIN TROPICAL;HOTEL;4 ESTRELLAS;;C/GRAN BRETAÑA, S/N;0;38670;0;0;0;ADEJE;376;737;922746000;922746060;hotel@jardin-tropical.com;www.jardin-tropical.com
JARDIN TROPICAL;HOTEL;3 ESTRELLAS;;GRAN BRETAÑA ;0;38670;0;0;0;ADEJE;37;76;922746000/922750100;922746060;hotel@jardin-tropical.com;www.trocpial-joteles.com
JARDIN, EL;PENSIÓN;1 ESTRELLA;Ciudad;C/. ESTEBAN DE PONTE;8;38450;0;0;0;GARACHICO;3;6;922830245;922830245;eljardin@argonautas.org;www.argonautas.org
JARDINES DE NIVARIA;HOTEL;5 ESTRELLAS;Playa;C/. PARIS, S/N. (URB. PLAYA DE FAÑABE) ;0;38660;0;0;0;ADEJE;269;546;922713333;922713147;información@adrianhoteles.com;www.adrianhoteles.com
JARDINES DEL TEIDE;HOTEL;4 ESTRELLAS;;AVDA. AGANDO, S/N. (URB. MIRADOR DEL DUQUE);0;38670;0;0;0;ADEJE;298;596;922717030;922717040;melia.jardines.del.teide@solmelia.com;www.solmelia.com
JUNCOS, LOS;CASA RURAL;CATEGORIA ÚNICA;;CMNO. TAMUNANTE, 45;0;38430;0;0;0;ICOD DE LOS VINOS;3;6;922287946;922245938;;
LA BUENA TIERRA;CASA RURAL;CATEGORIA ÚNICA;Montaña;EL PINAR, 1 (EL PINALETE);0;38600;343250;3115271;1246;GRANADILLA DE ABONA;1;3;629553083;;;
LA CUADRA;CASA RURAL;CATEGORIA ÚNICA;Barrio;C/ LA ESPERANZA, 6 (LAS VEGAS);0;38600;0;0;0;GRANADILLA DE ABONA;0;0;922660389;;;
LA HONDURA;CASA RURAL;CATEGORIA ÚNICA;Suelo Rústico (Calificación);FINCA LA HONDURA -LOMO CHO PATRICIO- FLORIDA ALTA;0;38300;0;0;0;LA OROTAVA;3;4;;;;
LA MALVASIA;CASA RURAL;CATEGORIA ÚNICA;Montaña;FINCA LA QUINTA;0;38580;0;0;0;ARICO;6;15;670729599;;;
LAGAR, EL;CASA RURAL;CATEGORIA ÚNICA;;CMNO. GARIMBA (ESQ. ATALAYA), 2 ;0;38297;0;0;0;LA LAGUNA;3;6;922636704;922243385;;www.fincagarimba.com
LAGO;APARTAMENTO;1 LLAVE;Carretera;GENERAL PUERTO SANTIAGO, CTRA., 36 ;0;38000;0;0;0;SANTIAGO DEL TEIDE;35;113;922860182;;;
LAGOS DE CESAR;HOTEL;4 ESTRELLAS;;JOSE GONZALEZ, S/N ;0;38436;0;0;0;SANTIAGO DEL TEIDE;116;235;922862200;922862198;lagoscesar@hotasa.es;www.hotasa.es
LAGOS DE FAÑABE;APARTAMENTO;3 LLAVES;Urbanización;C/. LONDRES (URB. PLAYA DE FAÑABE);8;38670;0;0;0;ADEJE;89;281;922712563;922712129;loslagos@lagosdefañabe.com;www.lagosdefañabe.com
LAGUNA NIVARIA;HOTEL URBANO;4 ESTRELLAS;Ciudad;PZA. DEL ADELANTADO;11;38201;28,48695378;-16,31331056;0;LA LAGUNA;80;171;922264298;922259634;info@hotelnivaria.com;www.hotelnivaria.com
LAGUNA PARK;APARTAMENTO;3 LLAVES;;AVDA. DE LOS PUEBLOS, 26;0;38660;0;0;0;ADEJE;98;294;922714517;922714400;dirección@lagunapark1.com;www.lagunapark1.com
LAGUNA PARK II- COSTA LAGUNA;APARTAMENTO;2 LLAVES;;C/. PAIS VASCO, 1 (URB. TORVISCAS);0;38670;0;0;0;ADEJE;211;616;922715511;922715308;direccion@lagunapark2.com;www.lagunapark2.com
LAURA;PENSIÓN;1 ESTRELLA;;c/ La Esplanda num.7;0;38650;0;0;0;ARONA;8;14;922790483;;;
LAVAGGI;HOTEL;3 ESTRELLAS;Ciudad;AVDA. FAMILIA BETANCOURT Y MOLINA;8;38400;0;0;0;PUERTO DE LA CRUZ;143;281;922384311;922384397;dirección@hotellavaggi.com;
LELA;PENSIÓN;1 ESTRELLA;;JUAN XXIII, 28 ;0;38006;0;0;0;ARONA;3;7;922791389;;;
LLANADAS, LAS ;CASA RURAL;CATEGORIA ÚNICA;;C/ CHANAJIGA, 108;0;38410;0;0;0;LOS REALEJOS;5;10;922333572;;;www.rurallasllanadas.com
LO DE CARTA;CASA RURAL;CATEGORIA ÚNICA;;CTRA. A LA CUMBRE (MONTE LOS FRAILES), KM. 5,5;0;38550;0;0;0;ARAFO;3;6;922275002/277434;922282863/;guamanbe@hotmail.com;
LOLY;PENSIÓN;2 ESTRELLAS;;SALAS, 4 ;0;38000;0;0;0;PUERTO DE LA CRUZ;7;14;922383693;;;
LOS GAVILANES;CASA RURAL;CATEGORIA ÚNICA;;C/. LOS GAVILANES, 22 ;0;38580;0;0;0;ARICO;5;11;630452370;;;www.casaruralvillamaria.com
LUABAY COSTA ADEJE;HOTEL;4 ESTRELLAS;;AVDA. ERNESTO SARTI, 8 ;0;38660;0;0;0;ADEJE;303;567;922714606;922715875;direccioon.esmeralda@gemahoteles.com;www.gemahoteles.com
LUABAY COSTA LOS GIGANTES;HOTEL;4 ESTRELLAS;;C/. JUAN MANUEL CAPDEVIELLE;8;38683;0;0;0;SANTIAGO DEL TEIDE;518;1001;922867272;922867525;;
LUABAY TENERIFE;HOTEL;4 ESTRELLAS;;BLAS PEREZ GONZALEZ, 11  AVDA. ;0;38400;0;0;0;PUERTO DE LA CRUZ;318;604;922370770;922370779;puerto@floridatenerife.com;www.floridatenerife.com
LUZ DEL MAR;HOTEL;4 ESTRELLAS;;AVDA.SIBORA NÚM. 10;0;38000;0;0;0;LOS SILOS;49;98;922 841623;922841 628;;www.luzdelmar.eu
MADRESELVA;CASA RURAL;CATEGORIA ÚNICA;;C/ MONTAÑEZ, 22 ;0;38370;0;0;0;LA MATANZA DE ACENTEJO;2;6;922245312;;;
MADRIGUERAS, LAS ;HOTEL;5 ESTRELLAS;;PLAN PARCIAL PARCELA Nº3 GOLF LAS AMERICAS;0;38660;0;0;0;ARONA;57;118;922777818;922777819;info@hotel-lasmadrigueras,com;www.hotel-lasmadrigueras.com
MAGA;HOTEL;1 ESTRELLA;;IRIARTE, 11-SAN JUAN, 24 ;0;38400;0;0;0;PUERTO DE LA CRUZ;24;47;922383853;922382555;grupomaga@ctr.es;
MAGEC PARK;HOTEL;3 ESTRELLAS;;C/. PEREZ ZAMORA, S/N.;0;38400;0;0;0;PUERTO DE LA CRUZ;132;252;922384351;922384049;info@daniamagec.com;www.daniamagec.com
MAJADERA, LA;CASA RURAL;CATEGORIA ÚNICA;;C/ LAS ROSAS, 58 ;0;38109;0;0;0;EL ROSARIO;3;9;922680922;922680922;info@fincalamajadera.com;www.fincalamajadera.com
MALIBU PARK I;HOTEL;3 ESTRELLAS;;C/. ITALIA;4;38670;0;0;0;ADEJE;247;692;922714786;922750786;;
MALOLA;APARTAMENTO;2 LLAVES;Playa;TENERIFE, 2 ;0;38612;0;0;0;GRANADILLA DE ABONA;25;80;922176456;;;
MALPAIS TRECE;CASA RURAL;CATEGORIA ÚNICA;;C/ MALPAIS, 13 ;0;38450;0;0;0;GARACHICO;8;15;922830064;922133068;info@malpaistrece.com;www.malpaistrece.com
MAMA LOLA;CASA RURAL;CATEGORIA ÚNICA;Barrio;C/ TRECE DE SEPTIEMBRE, 11;0;38580;0;0;0;ARICO;2;6;922161217;922271481;;www.casamamalola.com
MANCHADA, LA;VIVIENDA TURISTICA;SIN DATO;;CMNO. GARIMBA (ESQ. ATALAYA), 2;0;38000;0;0;0;LA LAGUNA;2;6;922636704;922243385;;www.fincagarimba.com
MAR Y SOL;APARTAMENTO;3 LLAVES;Playa;C/. AMSTERDAN;8;38650;0;0;0;ARONA;120;304;922750540;922795473;info@marysol.org;www.marysol.org
MARAZUL;APARTAMENTO;1 LLAVE;;EVARISTO GOMEZ , 2;0;38612;0;0;0;GRANADILLA DE ABONA;26;88;922177159;922177217;;
MARAZUL DEL SUR;APARTAMENTO;2 LLAVES;;C/. BOCA CANGREJO, S/N. URB. MAR AZUL (CTRA. GENERAL A PLAYA SAN JUAN);0;NULL;0;0;0;ADEJE;168;657;922781000;;;
MARINA PRIMAVERA FASE II-READER;APARTAMENTO;2 LLAVES;Playa;SAN EUGENIO, 2 URB. ;0;38000;0;0;0;ADEJE;2;4;;;;
MARINO;PENSIÓN;2 ESTRELLAS;;C/ BARRIO NUEVO, NÚM. 18-20;0;38006;0;0;0;ARONA;9;18;922795517;;;
MARINO TENERIFE;APARTAMENTO;3 LLAVES;Barrio;C/. MINERVA;2;38640;0;0;0;ARONA;137;421;922731230;922730040;gestiland300@hotmail.com;
MARINO TENERIFE;APARTAMENTO;3 LLAVES;;C/. MINERVA;2;38630;0;0;0;ARONA;28;80;922785454;;;
MARITIM;HOTEL;4 ESTRELLAS;;EL BURGADO, 1 ;0;38008;0;0;0;LOS REALEJOS;237;476;922379000;922379037;info.ten@maritim.de;www.maritim.de
MARITIM;HOTEL APARTAMENTO;4 ESTRELLAS;;Camino el Burgado, s/n ;0;38000;0;0;0;LOS REALEJOS;142;284;922379000;922379037;;
MAR-OLA PARK;APARTAMENTO;2 LLAVES;Playa;AVDA. ANTONIO DOMINGUEZ;17;38660;0;0;0;ARONA;72;192;922751332/751356;922751243;thmarola@telefonica.net;
MARQUES, EL;APARTAMENTO;1 LLAVE;;C/. LAS ROSAS, S/N. (URB. EL MARQUES);0;38683;0;0;0;SANTIAGO DEL TEIDE;125;533;922/861200;922/861057;;
MARQUESA;HOTEL;3 ESTRELLAS;;QUINTANA, 11 ;0;38400;0;0;0;PUERTO DE LA CRUZ;91;163;922383151;922386950;reservas@hotelmarquesa.com;www.hotelmarquesa.com
MARYLANZA SUITES & SPA;HOTEL;4 ESTRELLAS;;C/. ARENALES;20;38640;0;0;0;ARONA;217;434;922765537;922797671;;
MASARU;APARTAMENTO;3 LLAVES;;ROBLES, LOS, S/N URB. LA PAZ;0;38400;0;0;0;PUERTO DE LA CRUZ;194;421;922370085;922370331;info@apartamentosmasaru.com;www.apartamentosmasaru.com
MEDANO;HOTEL;3 ESTRELLAS;Playa;PZA. DEL MÉDANO, S/N.;0;38612;0;0;0;GRANADILLA DE ABONA;91;162;922177000;922176048;reservas@medano.es;www.hotelmedano.com
MEDINA;PENSIÓN;2 ESTRELLAS;;EDUARDO ROO, 68 ;0;38320;0;0;0;LA LAGUNA;20;32;922660848;922662897;;
MEDITERRANEAN PALACE;HOTEL CONGRESO;5 ESTRELLAS;;AVDA. LAS AMERICAS S/N.  ;0;NULL;0;0;0;ARONA;536;1072;922757500;922793622;comercialtfe@expogrupo.com;www.expogrupo.com
MENCEY;HOTEL;5 ESTRELLAS;Ciudad;C/. DR. JOSE NAVEIRAS;38;38001;28,47451036;-16,25317812;0;SANTA CRUZ DE TENERIFE;261;507;922 609900;922280017;hotel.mencey@iberostar.com;www.iberostar.com
MERLIN RESORT;APARTAMENTO;2 LLAVES;;EL JABLE, 36 URB. CALLAO SALVAJE;0;38678;0;0;0;ADEJE;118;259;922741510;922741009;oceanclub@oceanhoteles.com;
MILEMA;PENSIÓN;1 ESTRELLA;;SIMON BOLIVAR, 3 ;0;38007;0;0;0;SANTA CRUZ DE TENERIFE;16;32;922225879;;;
MIRADERO, EL;CASA RURAL;CATEGORIA ÚNICA;;MIRADERO, 8 ;0;38430;0;0;0;ICOD DE LOS VINOS;2;5;922810219;;;
MIRAMAR;HOTEL;3 ESTRELLAS;Ciudad;C/. PARQUE TAORO;23;38400;0;0;0;PUERTO DE LA CRUZ;143;271;922384811;922 371067;miramar@miramartf.com;www.miramartf.com
MIRAMAR-MARRERO;APARTAMENTO;1 LLAVE;Playa;AVDA. MARITIMA ;0;38600;0;0;0;GRANADILLA DE ABONA;3;15;922704504;;;
MOLINO BLANCO;APARTAMENTO;3 LLAVES;;ALMACIGO, 2 ;0;38400;0;0;0;PUERTO DE LA CRUZ;64;128;922371641;922385409;reservas@molinoblanco.com;www.molinoblanco.com
MONOPOL;HOTEL;3 ESTRELLAS;;QUINTANA, 15 ;0;38400;0;0;0;PUERTO DE LA CRUZ;100;185;922384611;922370310;monopol@interbook.net;www.monopoltf.com
MONTE DEL AGUA;CASA RURAL;CATEGORIA ÚNICA;;LOMO CORTO, 3 ;0;38470;0;0;0;LOS SILOS;4;11;922136151;;;
MORA, LA;CASA RURAL;CATEGORIA ÚNICA;Montaña;C/ CATALUÑA, S/N;0;38680;0;0;0;GUIA DE ISORA;1;2;922736870/625620350;;;
MORAL, EL;CASA RURAL;CATEGORIA ÚNICA;;C/ CASTILLO, 13 ;0;38589;0;0;0;ARICO;2;4;922278318;922602481;;www.casaelmoral.com
MORALES, LOS;CASA EMBLEMATICA;CATEGORÍA ÚNICA;Suelo Urbano;C/ ANTONIO ORAMAS, 15, SAN JUAN;0;38420;0;0;0;SAN JUAN DE LA RAMBLA;0;0;;;;
MORRO CATANA;CASA RURAL;CATEGORIA ÚNICA;;C/ LOMITO, Nº 19;0;38480;0;0;0;BUENAVISTA DEL NORTE;2;4;696465838;922353197;ruralmorrocatana@hotmail.com;www.morrocatana.es
MORRO CATANA DOS;CASA RURAL;CATEGORIA ÚNICA;Montaña;C/ LOMITO, 9;0;38480;0;0;0;BUENAVISTA DEL NORTE;1;3;696465838;922353197;;www.morrocatana.es
MORTERO;CASA RURAL;CATEGORIA ÚNICA;;C/ MARENGO, 18 ;0;38430;0;0;0;ICOD DE LOS VINOS;2;4;922811872;;;
MOVA;PENSIÓN;2 ESTRELLAS;;SAN MARTIN, 33 ;0;38001;0;0;0;SANTA CRUZ DE TENERIFE;21;33;922283261;;;
NAUTICO;HOTEL CIUDAD;2 ESTRELLAS;Ciudad;PROFESOR PERAZA DE AYALA AVDA.,13 ;0;38001;0;0;0;SANTA CRUZ DE TENERIFE;40;76;922247066;922247276;nautico@a-caledonia.com;www.a-caledonia.com
NEPTUNO;HOTEL;3 ESTRELLAS;;CTRA. GENERAL BAJAMAR-PUNTA HIDALGO KM. 14;0;38200;0;0;0;LA LAGUNA;104;197;922542562;;;
NEPTUNO COSTA ADEJE;APARTAMENTO;3 LLAVES;;CATALUÑA, 3 COSTA ADEJE;0;38678;0;0;0;ADEJE;106;308;922713078;922793014;neptuno@aparthotelneptuno.com;www.aparthotelneptuno.com
NH TENERIFE;HOTEL;3 ESTRELLAS;Ciudad;CANDELARIA ESQ. DR. ALLART ;0;38003;0;0;0;SANTA CRUZ DE TENERIFE;64;112;922534422;922574564;nhtenerife@nh-hotels.com;www.nh-hotels.com
NIEVES, LAS;HOTEL;1 ESTRELLA;;EL CAMPO, 18 ;0;38680;0;0;0;GUIA DE ISORA;21;36;922850703;;;
NIÑA, LA;HOTEL;4 ESTRELLAS;;AVDA. DE ESPAÑA (SAN EUGENIO);26;38660;0;0;0;ADEJE;226;454;922717090;922717684;h10.la.niña@h10.es;www.h10.es
NOELIA;HOTEL;4 ESTRELLAS;;Avda. Noelia Afonso Cabrera, 6;0;38660;0;0;0;ARONA;416;832;922793511;922793609;paco.ariza@grupold2.com;www.dreamplacehotels.com
NOELIA PLAYA;APARTAMENTO;3 LLAVES;;HNOS. FERNANDEZ PERDIGON,9 AVDA. ;0;38400;0;0;0;PUERTO DE LA CRUZ;106;212;922384211/384290;922372847;direccion@noeliaplaya.com;www.noeliaplaya.com
NOPAL;HOTEL;3 ESTRELLAS;;C/. SAN JUAN;14;38400;0;0;0;PUERTO DE LA CRUZ;51;96;922378062;922371476;nopal@solvasa.com;www.solvasa.com
OASIS GOLF RESORT;APARTAMENTO;4 ESTRELLAS;Urbanización;C/. MEANDRO;3;38650;0;0;0;ARONA;206;489;922788338;922788357;oasisgolf@hotmail.com;www.golfresortstenerife.com
OASIS MANGO;APARTAMENTO;3 LLAVES;;SAN FRANCISCO, 15, AVDA. ;0;38650;0;0;0;ARONA;89;267;922753818;922753550;oasismango@hotelesreveron.com;www.hotelesreveron.com
OASIS PARAISO;HOTEL;3 ESTRELLAS;;AVDA. ADEJE 300;2;38678;0;0;0;ADEJE;573;1092;922741133;922741159;oasis@fiesta-hotels.com;www.fiesta-hotels.com
OCEAN AZAHARA PLAYA;APARTAMENTO;2 LLAVES;Playa;SUECIA, S/N. PROLONG. AVDA. ;0;38650;0;0;0;ARONA;69;159;922794405;922796875;;
OCEAN BOULEVARD;APARTAMENTO;1 LLAVE;;GOLF DEL SUR URB. ;0;38620;0;0;0;SAN MIGUEL;31;186;922738802;922738857;ocean@eh-pa.com;
OCEAN PARK;APARTAMENTO;2 LLAVES;Playa;SAN EUGENIO URB. ;0;38660;0;0;0;ADEJE;105;310;922714311;922715324;;
OCEANO;HOTEL;1 ESTRELLA;Ciudad;CASTILLO, 6 ;0;38002;0;0;0;SANTA CRUZ DE TENERIFE;28;48;922246378;;;
OCEANO;HOTEL;4 ESTRELLAS;Barrio;C/. OCEANO PACIFICO;1;38240;0;0;0;LA LAGUNA;90;186;922156066;922156352;;
OLIVOS, LOS;APARTAMENTO;3 LLAVES;Playa;PARIS, 1 - PLAYA FAÑABE URB.;0;38670;0;0;0;ADEJE;93;279;922/716589;922/714167;;
OLYMPIA;APARTAMENTO;2 LLAVES;;VENEZUELA, 12 ;0;38660;0;0;0;ADEJE;70;149;922790300;922793520;olimpya@jet.es;www.apartamentos-olympia.com
OPTIMIST;APARTAMENTO;2 LLAVES;;C/. CALIFORNIA;2;38660;0;0;0;ARONA;63;243;922792601;922792602;apartamentosoptimist@hotmail.com;
ORO BLANCO;APARTAMENTO;2 LLAVES;Playa;ARQUITECTO GOMEZ CUESTA, 12 ;0;38000;0;0;0;ARONA;143;442;922793563/793950;922752884;;
ORO VERDE;APARTAMENTO;1 LLAVE;;AVDA. ERNESTO SARTI, S/N (PARCELA B-6) ;0;38000;0;0;0;ADEJE;93;317;;;;
PADILLA;PENSIÓN;1 ESTRELLA;;C/. GENERAL MOLA (3º-2º IZDA.) ;16;38006;0;0;0;SANTA CRUZ DE TENERIFE;11;16;922270632;;;
PADRON;PENSIÓN;2 ESTRELLAS;;ISLAS CANARIAS, 114 (ANTIGUA GENERAL MOLA);0;38007;0;0;0;SANTA CRUZ DE TENERIFE;33;45;922222876;;;
PADRON;PENSIÓN;1 ESTRELLA;;C/. NUÑEZ DE LA PEÑA;29;38202;0;0;0;LA LAGUNA;20;37;922259116;;;
PALIA DON PEDRO;APARTAMENTO;2 LLAVES;Urbanización;C/. HERCULES (URB. TEN-BEL);3;38640;0;0;0;ARONA;128;375;922731439;922731259;;
PALM-BEACH;HOTEL;2 ESTRELLAS;;AVDA. V CENTENARIO, S/N.;0;38660;0;0;0;ADEJE;318;967;922792100;922792198;palmbeachclub@xlresorts.com;www.xlresorts.com
PALMERAS PLAYA;APARTAMENTO;3 LLAVES;Ciudad;AVDA. VENEZUELA;12;38400;0;0;0;PUERTO DE LA CRUZ;203;409;922380616/382238;922383424;reservas@palmerasplaya.com;www.palmerasplaya.com
PALMERAS, LAS;HOTEL;4 ESTRELLAS;;AVDA. RAFAEL PUIG ;28;38660;0;0;0;ARONA;519;1045;922790991;922790274;h10.las.palmeras@h10.es;www.h10.es
PALMERO;PENSIÓN;1 ESTRELLA;;ISLA BONITA, 11 ;0;38008;0;0;0;GUIA DE ISORA;8;14;922865421;;;
PALOMA BEACH-PARKES;APARTAMENTO;3 ESTRELLAS;Urbanización;AVDA. JUAN CARLOS I;43;38640;28,268611;-16,605556;0;ARONA;145;488;922750410/751483;;info@palomabeach.com;www.palomabeach.com
PALOMA, LA;CASA RURAL;CATEGORIA ÚNICA;;C/ SALAZAR, 23 ;0;38300;0;0;0;LA OROTAVA;1;3;922322351;922324491;;www.casarurallapaloma.com
PALOMA, LA;PENSIÓN;1 ESTRELLA;;LA PALOMA, 7;0;38006;0;0;0;ARONA;10;20;922790198;;;
PANORAMA;HOTEL;3 ESTRELLAS;;C/. GRAN BRETAÑA;0;38660;0;0;0;ADEJE;174;446;922791611;922790034;panorama@hovima-hotels.com;www.hovima-hotels.com
PANORAMICA;APARTAMENTO;3 ESTRELLAS;Urbanización;C/. BALEARES;17;NULL;0;0;0;ADEJE;90;180;922791357;922797918;tarek@kanali.es;
PANORAMICA GARDEN;HOTEL;3 ESTRELLAS;;LA LONGUERA, S/N;0;38418;0;0;0;LOS REALEJOS;242;484;922364111;922363891;panoramica@telefonica.net;
PARADERO I;APARTAMENTO;2 LLAVES;;BOLIVIA, S/N;0;38660;0;0;0;ADEJE;46;99;922753125;922788316;info@coral-hotels.e.telefonica.net;www.coral-hotels.com
PARADERO II;APARTAMENTO;1 LLAVE;;ARQUITECTO GOMEZ CUESTA, S/N;0;38660;0;0;0;ARONA;59;118;922298112;922291193;tenerfincas@tenerfincas.com;
PARADISE COURT;APARTAMENTO;2 LLAVES;Playa;IRLANDA, 5  -  SAN EUGENIO, URB.;0;38670;0;0;0;ADEJE;21;67;922714620;922715914;paradisemanager@yahoo.es;
PARADISE PARK;APARTAMENTO;3 LLAVES;;OASIS DEL SUR, S/N. URB. ;0;38650;0;0;0;ARONA;112;361;922757227;922794859;;
PARADISE PARK;HOTEL;4 ESTRELLAS;;URB. OASIS DEL SUR;0;38650;0;0;0;ARONA;289;586;922757227;922794859;reservations@hotelparadisepark.com;www.hotelparadisepark.com
PARADOR DE TURISMO  LAS CAÑADAS DEL TEIDE;HOTEL;2 ESTRELLAS;Montaña;LAS CAÑADAS DEL TEIDE;0;38300;0;0;0;LA OROTAVA;23;44;922386415;922382352;canadas@parador.es;www.parador.es
PARAISO DEL SOL FASE II Y III;APARTAMENTO;2 LLAVES;Playa;V CENTENARIO, 7 ;0;38000;0;0;0;ADEJE;147;387;922/753125;922/788316;info@coral-hotels.com;www.coral-hotels.com
PARAISO DEL SUR;HOTEL;3 ESTRELLAS;Playa;URB. PLAYA PARAISO;0;38670;0;0;0;ADEJE;380;774;922740400;922740228;;
PARK HOTEL HESPERIA TROYA;HOTEL;4 ESTRELLAS;;AVDA. RAFAEL PUIG LLUVINA;2;38660;0;0;0;ADEJE;318;604;922011100;922794572;direccion@hesperia-troya.com;www.hoteles-hesperia.com
PARK PLAZA;APARTAMENTO;2 LLAVES;;C/. JOSE DE ARROYO;2;NULL;0;0;0;PUERTO DE LA CRUZ;49;98;922384112;922371338;info@atparkplaza.com;www.atparkplaza.com
PARQUE  LA PAZ;HOTEL;3 ESTRELLAS;;LUIS DIAZ DE LOSADA, AVDA., Nº 2;0;38650;0;0;0;ARONA;221;476;922 795061;922795259;parquelapaz@parquelapaz.com;www.parquelapaz.com
PARQUE ALBATROS;APARTAMENTO;3 LLAVES;Urbanización;URB. EL GUINCHO, S/N.;0;38620;0;0;0;SAN MIGUEL;157;507;922738690;922738033;secretaria@parquealbatros.com;
PARQUE ATLANTA;APARTAMENTO;3 LLAVES;;GRAN CANARIA, 2 (URB. GUACIMARA) ;0;38400;0;0;0;PUERTO DE LA CRUZ;46;134;922385611;922385665;;
PARQUE CATTLEYA;APARTAMENTO;2 LLAVES;;SANTIAGO PUIG, S/N, AVDA.;0;38660;0;0;0;ARONA;39;100;922790854;922795129;reserva@appiramides.net;www.appiramides.net
PARQUE CATTLEYA II-REBECA;APARTAMENTO;1 LLAVE;Playa;C/. VICTOR ZURITA SOLER, 4 ;0;38660;0;0;0;ARONA;27;74;922/790854;922795129;reserva@appiramides.net;www.appiramides.net
PARQUE CRISTOBAL;HOTEL;3 ESTRELLAS;;AVDA. RAFAEL PUIG LLUVINA, 7;0;38660;0;0;0;ARONA;151;665;922790874;922790313;pcristobal.tenerife@grupohd.com;
PARQUE DE LAS AMERICAS;APARTAMENTO;2 LLAVES;Urbanización;AVDA. RAFAEL PUIG, 16;0;38660;0;0;0;ADEJE;53;171;922/922788350;922790916;;
